text,level
"人間とは不思議なもので、年をとってもいろいろな新しいことを経験したいという気持ちがある。例えば自分で茶わんを作ってみるとか、ピザを焼いてみるとか、さまさまな新しい挑戦がある。
しかし、当然のことながら、それがうまくいくことは少ない。茶わんはぜんぜん丸く作れないし、ピザはおいしくない。だが、それを恥ずかしく思う必要はないのだ。最初からうまくできるなら、世の中のさまざまな学校や修業は必要ないことになる。初めはうまくいかないのが当たり前なのだ。
それなのに、家族の者に「変な形」、「まずい」などと言われると、「もう二度と作らない」と思ってしまう。初めての挑戦には、周りの人々の理解と応援も必要なようだ。",2
"6. 「新しい挑戦」とあるが、筆者はこれについてどう思っているか。
 周りの人々に理解されない場合は、初めからやちないほうがいいと思う。
 初めはうまくいかないのが当然なのだから、できなくても恥ずかしく思うことはない。
 年をとってから新しいことに挑戦する場合は、周りの人々の応援があるので、うまくいくはずだ。
 初めて挑戦することは、まず学校に行ったり一人で練習したりしてから、人の前でやったほうがいい。",2
自分の気持ちを言葉にして身近な人に話しかけるとき、抽象的な表現をしても、相手には何のことかピンと来ないことが多いはずです。「１」言いたいことは常に具体的に。これが大切です。どうしても伝えたいことがある。しかし、わかりやすく表現できない。そんなときは、伝えたい内容を示す具体的な例はないかな、と考えてみるのです。（中略）あなたに誰かが話しかけてきたと考えてください。このとき、あなたが知っている人の名前や、行ったことがある土地の名前が出てくると、思わず話に引き込まれることがあるはずです。聞いたこともない国の地名が出てきて、その国が抱える問題点を聞かされても、「だから、どうしたの」と「２」聞き返したくなるかもしれません。「３」会話は、相手が参加してくれてこそ成立します。だったら、相手を話題に引き込む材料が必要です。それが、具体例なのです。あるいは、お互いがよく知っている固有名詞なのです。（池上彰『相手に「伝わる」話し方』による）ピンと来ない：すぐには分からない話に引き込まれる：話に興味を感じて聞く,2
1. （１）言いたいことは常に具体的にの後に続くと予測されるものはどれか。 話さなくてもいい 表さなければならない 思い出すかもしれない わかるようになるだろう,2
2. （２）聞き返したくなるのはなぜか。 自分の話す内容に相手は関心がないから その国の話題について自分は興味があるから その話は自分にはあまり関心がないことだから 相手が関心のない話題に自分も興味がないから,2
3. （３）会話は相手が参加してくれてこそ成立しますとはどういう意味か。 会話の相手が話したいと思わなければ、会話はできない。 相手が身近な人なら話題に引き込まれて会話ができる。 会話の相手によて話し方を変えていては、会話はできない。 会話の相手は具体例がなくても会話に参加することができる。,2
首都圏在住で４～９歳の子を持つお母さん５００人を対象に実態調査をしたところ、子どもだちは年平均４．６回風邪をひき、１０回以上をひく子が１割以上いることがわかった。「今の子どもは、あなたの子どものころと比べて、風邪をひきやすくなったと感じるか」という問いに対して半数以上が「今の子どもの方がひきやすい」と答え、原因として「外で遊ばなくなったから」「食生活の変化」「体力の減退」などを挙げた。子どもが風邪をひいた時の夫の対応は、「協力的だ」が６割を超えた。夫に協力してほしいこととしては「早く帰宅して」「他の子どもの世話をして」「自分の身の回りのことは自分でして」という回答が多く、「看病してほしい」というのは１割ほど。父親には、看病する能力をあまり期待していないようだ。（『サイアス』２０００年３月号による）,2
4. 今の子どもの風邪をひく回数について、正しいものはどれか。 １年に１回風邪をひく。 １年に６回風邪をひく。 １年に１０回程度風邪をひく。 １年に４～５回程度風邪をひく。,2
5. 母親は、今の子どもについてどう思っているか。 風邪をひいたときでも外で遊びたがる。 自分の身の回りのことは自分でできる。 母親が子どもだったころより体力がある。 母親が子どもだったころより風邪をひきやすい。,2
6. 子どもが風邪をひいたとき、多くの母親は、夫にどうしてほしいと考えているか。 自分自身のことは自分でしてほしい。 家族のために料理や家事をしてほしい。 風邪をひいた子どもの世話をしてほしい。 子どものことは心配しないで仕事をしてほしい。,2
犬を家族犬として受け入れた場合、飼い主の一家の最も上位の人がスーパー上位になって他の家族が順位に従い、犬の順位が下になるように順位を明確にして安住させます。この関係が安定しないと、犬は順位争いをしたり、家族に攻撃をしたりするようになって、家族と犬との関係がうまくいかなくなります。したがって、飼い主は常に犬より上位であることを犬に意識させて飼うことが必要で、犬も納得して互いに楽しく暮らせます。（田名部雄一『人と犬のきずな―遺伝子からそのルーツを探る』による）,2
1. 筆者によると、家族と犬がよい関係を保つにはどうすればよいか。 家族の中で最も上位の人に犬が従うようにしつける。 犬が楽しく暮らせるように家族と同じように扱う。 犬が家族よりも下であることを家族に意識させる。 犬が家族よりも下であることを犬にわからせる。,2
私たちはなぜ観光をしたくなるのでしょうか。細かい条件にこだわらないで大胆に述べるならば、それは「変化」を求めるということです。私たちの感覚は同じ刺激を受け続けていると、その強さ、性質、明瞭性などはしだいに弱まります。著しい場合には刺激の感覚が消失することもあり、こうしたことを感覚の順応といいます。風呂の湯の熱い温度や腕時計を付けたときの違和感など、初めは鮮明な感覚であっても数分もしないうちに減衰してしまいます。同様のことが日々の体験についてもいえるでしょう。（中略）よく言えば慣れてくる、悪く言えば飽きてくるのです。そこで人は新たな刺激、つまり日常に存在しない感覚や感動を求めるのです。そのために新しい刺激をもたらすための「変化」が必要になります。変わった珍しいコトやモノを手に入れても、日常生活がベースになっていたのでは「変化」は日常の一部分にしかなりません。より劇的な「変化」を求めるには自らが「変化」の中へ入る、すなわち日常と離れた場所へ移動することでそれは達成されます。自分の家の近所へ移動した程度ではそれほどの変化は得られません。遠くへ離れれば離れるほど、見知らぬ町並みや自然の風景、聞き慣れない言葉や音楽、初めての味や香りなどが立ち表れてくるのです。外国で異文化に接するとき、この「変化」は最大になり、自分自身を除く周囲のすべてが「変化」した状態となるのです。（堀川紀年・石川雄二・前田弘編『国際観光学を学ぶ人のために』による）,2
2. こうしたこととは、どのようなことか。 与えられる刺激が弱まると、その感じ方も弱まること 刺激を受ける回数が減ると、その刺激に反応しなくなること 同一の刺激を受けていると、その刺激を感じにくくなること 強弱の違う刺激を受けていると、その違いを感じなくなること,2
3. 筆者によると、なぜ人々は観光したいと思うのか 日常生活の中に「変化」を取り入れたいから 日常生活では感じられない「変化」を求めるから 新しい自分に生まれ変わるために「変化」が必要だから 日常生活の良さを再確認するために「変化」が欲しいから,2
4. 以下の例のうち、旅行者にとって「変化」が最大になるのはどれか。 文化の異なる国へ、知人と旅行したとき 文化の異なる国へ、一人で初めて旅行したとき 文化の異なる国へ旅行してから、日常へ戻ってきたとき 文化の異なる国へ旅行することが、自身の日常になったとき,2
これは、ある美術館のホームページに載っている体験教室の案内である。下の問いに対する答えとして最もよいものを、１・２・３・４・から一つ選びなさい。,2
5. マルコさんは、一週間後、１０歳の子供と一緒に体験教室に参加したいと考えている。都合で午後１時までには美術館を出なければならないが、作った作品は当日持ち帰りたい。マルコさんが選べる教室はどれか。 Ａのみ ＡとＢとＣ ＡとＣとＤ ＡとＤ,2
6. 大学生のユウさんは、明日の体験教室に参加したいと考えている。作る物は食器以外がいい。ユウさんの希望に合っていて、参加できる可能性がある教室はどれか。 Ａのみ Ｂのみ ＡとＤ ＢとＣ,2
"「１」フリーターがふるえている。２００万人にちがい、ともいわれる。それでも「２」だいした社会問題にならないたいした社会問題にならないのは、フリーターという呼び名だからである。けっして失業者とよばれない。１９９９年現在、１５歳から２４歳までの男性の失業者は、１０．３パーセントにも達している。
労働省の定義によれば、「フリーター」とは、１５歳から３４歳までのパートやアルバイトをしている男女、ということになる。つまり、３４歳をすぎると、もうフリーターとはよばれない。ただのパートかアルバイトである。女性の場合、フリーターといわれるのは、独身者のことで、主婦になると、パートのおばさん、である。
フリーターは、自分で就職せずに、きままにはたらいて、自由を楽しんでいるようにみえるが、実際のところは、うまく就職できないための、浪人暮らしがすくなくない。それは失業率がたかくなると、フリーターが多くなることによっても、よく理解できる。正社員に登用されるかもしれない、と思って、一生懸命はたらいたが、採用されなかった、というフリーターも多い。「３」これはなどは、まちがいなく失業者の部類にはいるひとである。
（鎌田慧『現代社会１００面相』による）
気ままに：自分の思い通りに
正社員に登用する：正式な社員の地位に引き上げる",2
"1. パートやアルバイトをしている人で「１」フリーターとよばれるのは、次のうち、どのひとか。
 ２５歳で結婚している男性
 ２５歳で結婚している女性
 ４０歳で独身の男性
 ４０歳で独身の女性",2
"2. 「２」たいした社会問題にならないとあるが、なぜか。
 フリーターは失業者だと思われていないから
 フリーターは労働者全体からみて数が少ないから
 フリーターというよび名がまだあまり知られていないから
 フリーターは自分の意志で自由を楽しんでいる人だから",2
"3. 「３」これとあるが、何をさしているか。
 自由を楽しんでいる浪人暮らしのフリーター
 正社員になりたいのに採用されないフリーター
 仕事があるのに自分で就職しないフリーター
 一生懸命はたらいて、正社員に登用されたフリーター",2
"以下は、目標に向かう姿勢について、ある将棋のプロが書いた文章である。
勝った将棋と負けた将棋。どちらかがより忘れられないかと問われれば……どちらもあまり覚えていない。勝った喜び、負けた悔しさともに体内に残らない。必要でないと感じられることはどんどん忘れていってしまう性質なのだ。もちろん、何年の誰との将棋について語らなければならないということがあれば、記憶の糸口さえ見つかれば、いつか対戦したそのとき手順をスラ
スラと思い出すことができる。しかし、通常はそんなことはしない。それを思い返したところで、先へとつながるものだとは思えないからだ。必要なのは、前に進んでいくこと、そのための歩みを刻んでいくことだ。これからの道のりも長い。それを進んでいくために必要とされるのは、マラソン選手のような意識とでもいうのだろうか。一気にダッシュするのではなく、瞬間的に最高スピードを出そうとするのでもなく、正確にラップを刻んでいくことだ。１キロを４分で走るとしたら、次の１キロも、そのまた次の１キロも……と、同じようにラップを刻むこと。それを意識的に続けていくことだ。
それには、「長い距離をずっと走り続けねばならない」と考えるのではなく、すぐそこの、あの角までを目標に、そこまではとりあえず走ってみようといった小さな目標を定めながら走るのがいいと思う。
ゴールまであと２００キロあると言われたら、たいていの人はイヤになる。走るのをやめてしまうだろう。しかし、あと１キロだけ、あと１キロ走れば……と思えば続けられる。この１キロ、今度の１キロ……と繰り返すうちに気がついたら２００キロになっていることもあるだろう。そうなっていることを目指したい。歩けない距離は走れない、という話を聞いたこともある。なるほど、たしかにそうだと思った。歩けるかどうかは、スピードとか記録とかの前にベースとなる最低限の保証だ。まずはその距離を歩いてみる。そこで無理だと思うなら、走るなど到底できないことだ。他の誰かが隣を駆け抜けていったとしても、自分には無理なことなのだ。だから、まずは歩いてみる。そして、歩けそうならば走ってみる。急ぐ必要はない。同じペースでラップを刻みながら行けばいい。それは、無理をしないことだ。自然にできることを続けていくという健全さなのだ。
（羽生善治『直感力』による）
ラップを刻む：ここでは、一定の距離を同じスピードで走る",2
"4. 過去の対戦に対して、筆者はどのような態度をとっているか。
 思い返して次につなげる。
 負けた対戦は思い返さない。
 役に立つ対戦だけを思い返す。
 必要がなければ思い返さない。",2
"5. 「長い距離をずっと走り続けねばならない」と考えるのではなくとあるが、その理由は何か。
 走ることが楽しく感じられるから
 ゴールまで走り続けやすくなるから
 走っているときの不安がなくなるから
 同じペースで走り続けることができるから",2
"6. この文章で筆者が最も言いたいことは何か。
 できる範囲のことを続け、前に進んでいくことが大切だ。
 できないことでも、必死に頑張ればいつか達成できる。
 目標は小さくても、それを見つけることで前進できる。
 目標を立てる前に、自身の能力を知ることが重要だ。",2
"人を不愉快な気持ちにさせないように、反論もせず、自分の不快な気持ちも伝えないで黙っていると、相手はあなたを理解するチャンスを失い、互いに自分らしくつきあうことができなくなるでしょう。
もちろん、相手も自分の気持ちや考えを表現してよいので、そこで葛藤が起こることもあります。
ただ、葛藤や違いが明らかになることを避けて、親、上司、先生に意見を言わなかったり、支援を頼めなかったりすると、その場は何事もなく進むかもしれませんが、誤解のうえに人間関係がつくられていくことになります。
（平木典子『アサーション入門-自分も相手も大切にする自己表現法』による）",2
"1. 人間関係について、筆者が言いたいことは何か。
 人を不愉快にさせないような表現をするべきだ。
 相手の気持ちを理解しなくてはならない。
 自分の気持ちをきちんと伝えるべきだ。
 不満があっても我慢したほうがいい。",2
"日本ではよく、「若者はもっと個性を発揮すべきだ」とか、「個性を磨くべきだ」などと言われます。けれど私は、そういう言葉にはあまり意味がないと思っています。
また、日本では「個性」という言葉が主に人の外観に関して使われることにも、私は違和感を持っています。たとえば、「個性的なファッション、個性的なヘアスタイル」は、「人がアッと驚くような奇抜なスタイル」であることが多いでしょう。
（中略）
このように考えると、「個性＝人より目立つこと」と、多くの人が錯覚しているのではないかと思います。
でも、根本的なことを言ってしまえば、この世に生まれた人間は一人残らず全員、それぞれの個性を持っています。だから、誰かに「磨きなさい」と命令されて、義務のように磨く必要などないのです。
あなたが生まれ持った個性は、明らかにあなただけのものです。世界中に、あなたと同じ個性を持つ人など誰一人としていないのですから、「他の人はどうかな？」とキョロキョロすることは不必要だし、他人の真似をする必要もありません。真似しようとしても真似できないのが、個性というものなのです。
あなた自身が「楽しい、面白い、不思議だ、ワクワクする、ドキドキする」と感じ、心から求めているものを優先すれば、それでいいのです。「磨く」とか「発揮する」などと意識しなくても、自分が本当に好きなもの、興味があることに気持ちが向かっていけば、自分の世界がどんどん広がっていく。それが本当の意味で「個性を磨く」
ということです。
（今北純一『自分力を高める』による）",2
"2. 日本人が使う「個性」という言葉について、筆者はどのように述べているか。
 本来の意味とは違う使い方がされている。
 意味がないと思っている人が多い。
 主に若者に対して使われている。
 人によって使い方がさまざまだ。",2
"3. 個性について、筆者の考えに合うものはどれか。
 他人には理解できないものである。
 人より目立つことで発揮できるものである。
 人間なら誰でも持っているものである。
 ファッションを通して主張できるものである。",2
"4. 筆者によると、本当の意味で「個性を磨く」とはどのようなことか。
 自分の心に従って、関心があることを追い求めること
 自分が好きかどうかより、個性的に見られるかどうかを優先すること
 周囲の意見を参考に、無理なく自分の世界を広げること
 どんな物事にも、楽しさや面白さを見つける努力をすること",2
"Ａ
皆さんはどのように服を選んでいますか。ファッション雑誌などを参考に、はやっているものを買うという方も多いのではないかと思います。でも、そうして選んだ服は本当に自分に似合っていますか。
自分の性格や年齢、体型、つまり自分自身の個性に合った服、それが「似合う服」です。世の中に自分と全く同じ人間はいないのですから、似合う服も人それぞれです。それなのに、ファッション雑誌のまねばかりをしていると、自分らしさと服との間にギャップが生まれてしまいます。自分自身をしっかり見つめること、そして自分に合った服を選ぶことが大切です。
Ｂ
スーツを着ると気持ちが引き締まったり、明るい色の服を着ると心がうきうきしたりという経験をしたことはないだろうか。私は、服は着る人の気持ちに影響を与えると考えている。大げさだと思われるかもしれないが、服によって人生さえも変わると思っている。服が気持ちに影響を与え、気持ちが行動に影響を与えるからだ。
しかし、周囲に聞いてみると、はやっているからという理由だけで服を選んでいる人も多いようだ。私は、これはとても残念なことだと思う。みんな、もっと積極的に服の力を利用したほうがいい。服を買うときには、まずどんな自分になりたいのかをイメージして、そのイメージに合った服を選ぶのだ。なりたい自分になることを、服が応援してくれるはずだ。",2
"5. はやっているという理由で服を選ぶことについて、ＡとＢはどのように考えているか。
 ＡもＢも、賛成している。
 ＡもＢも、反対している。
 Ａは賛成しているが、Ｂは反対している。
 Ａは反対しているが、Ｂは賛成している。",2
"6. 服の選び方について、ＡとＢはどのように述べているか。
 Ａは自分らしさを表現できるものを選ぶといいと述べ、Ｂは気持ちの明るくなるものを選ぶといいと述べている。
 Ａは他の人とは異なるものを選ぶといいと述べ、Ｂは行動的になれるものを選ぶといいと述べている。
 Ａは自分の個性に合ったものを選ぶといいと述べ、Ｂはなりたい自分をイメージして選ぶといいと述べている。
 Ａは周囲によい印象を与えるものを選ぶといいと述べ、Ｂは自分のイメージに合っているかを考えて選ぶといいと述べている。",2
"
私たちの時間の感覚は、人によって、また立場によってもかなり違います。電話でよく「少々お待ちください」と言って待たされます。３分待たされたとしますと、待った人の感覚ではその３倍、９分ぐらい待たされた気がします。この時、待たせた方は実際が３分でも、その３分の１の１分ぐらいにしか感じないのです。つまり待たせた人と待たされた人の時間感覚の差は（___１___）倍にもなるのです。そのことをよく承知したうえで「お待たせいたしました」を言わないと、（２）お客さまを不快にさせることになります。
本来、時間に対する日本人の感覚は、きわめて神経質だと言われます。交通機関のダイヤの正確さなどにもそれがよく表れています。
ところが、その反面、日本語の中にはきわめて曖昧に時間を伝えることばが数多くあります。「しばらくお待ちください」「のちほどお電話さしあげます」「まもなく着くと思います」「少々時間をください」などの言い方は日常的によく使われています。
応対の中で「（３）のちほどこちらからお電話さしあげます」と言った数人の人に、「『のちほど』というのは何分ぐらいの時に使いますか？」と訊ねたことがあります。驚いたことに答えは千差万別です。２、３分、１０分か１５分、３０分ぐらい、１時間、２、３時聞、その日のうち、最大１週間以内と答えた人もいます。そして、「のちほど」と言われた相手の客も「のちほどって何分後ですか」と聞き返す人は皆無に近いのです。「ではよろしくお願いします」で終わってしまいます。客の方が「のちほど」を何分ぐらいと理解したかです。言った方に（４）それだけ幅があるのですから……。
「のちほど電話すると言ったから、出かけないで待ってるのにかかってこないじゃないか」と苦情になったこともあります。
きちんと時間のメドを言う人も、もちろんいます。（５）時間のメドが立たない時に、「のちほど」というあいまいで便利なことばを使うのでしょう。しかし、メドが立たない場合でも、「担当がただ今席を外しておりますので、何分後というはっきりしたお約束が出来がねます。申し訳ございません」と、はっきり言えない理由をことばで伝えてください。
また、メドが立つ場合でも、１０分後と思ったち「２０分後ぐらいまでにはお返事出来ると思います」。３０分後と思ったら「１時間以内には……」というように、（６）多め多めの時間を伝えてください。人間の心理として、「３０分後」と言われても２０分後ぐらいから待ち始めます。２５分も経つとイライラが始まります。３０分後に正確に返事が出来たとしても、あまり満足感はないのです。それが「時間以内には」と伝えておけば、３０分後に返事がくれば「早く調べてくれたな」と思って満足してくれるものです。
（岡部達昭『心くばりの話しことば』による）
交通機関のダイヤ：バスや電車などの出発・到着時刻",2
"1. （___１___）に入る数字はとれか。
 ３
 ６
 ８
 ９",2
"2. （２）「お客さまを不快にさせる」とあるが、待たせた人がとんな時にそうなるのか。
 待たせた相手が大事なお客さまであることを知らされていない時
 相手が実際よりも長く待っていると感じていることがわからない時
 相手が電話をかけてきたのだから少しぐらい待たせても問題ないと思った時
 どんなに待たせても「お待たせいたしました」と言えばいいと思っている時",2
"3. （３）「のちほどこちらからお電話さしあげます」とあるが、そう言われた客は、たいてい何をすると考えられるか。
 どのくらい待つのか確かめてから電話を切る。
 一度電話を切って、しばらくしてからかけ直す。
 電話を切って、相手からかかってくる電話を待つ。
 「このまま待ちます」と言って、電話を切らずに待つ。",2
"4. （４）「それだけ幅がある」とあるが、具体的にはどれだけの幅のことを言っているのか。
 普通１時間以内
 平均すると１日
 ほとんどの場合１週間
 ２、３分から最大１週間まで",2
"5. 筆者は読者に（５）「時間のメドが立たない時」はどうしたらいいと言っているか。
 あいまいなことばを使わないで、相手に何分待てるか聞いたほうがいい。
 あいまいなことばを使わないで、正確な時間が言えない理由を伝えるといい。
 あいまいで便利なことばを使えば、相手にはっきり時間を伝えなくてもいい。
 あいまいなことばは便利なので使ってもいいが、その前に相手に謝ったほうがいい。",2
"6. 筆者はなぜ（６）「多め多めの時間」を使えるのがいいと言っているか。
 「１時間以内には」と伝えて３０分後に返事がくれば、相手は満足してくれるものだから
 「３０分後」と伝えても、相手はそんなに短い時間で返事が出来るとは思っていないから
 「１時間以内には」と伝えておけば、相手は２時間まではイライラせずに待ってくれるから
 「３０分後」と伝えて、３０分後にきちんと正確に返事が出来るというのは、あまりないことだから",2
"7. この文章で筆者が最も言いたいことはどれか。
 待たせる人待たされる人の気持ちになってことばを決めなくてはいけない。
 あいまいに時間を伝えることばは、時間に正確な日本人の時間感覚に合わない。
 相手に満足感を与えるには、できるだけ正確な時間を伝えて待ってもらうといい。
 人によって時間感覚の差は大きいので、お互いに待つ時間を確認する必要がある。",2
忘年会のご案内,3
拝啓　時下ますますご健勝のこととお喜び申し上げます。さて、この一年を振り返り、下記により忘年会を開催いたします。ご参加くださいますようお願いいたします。,3
敬具,3
記,3
1.日時： 平成25年12月28日（土）　午後15時～午後19時2. 場所： ミドリホテル東京都品川区広町1-2-33.会費：　お一人様　5000円4. 担当者： 山田太郎5. 連絡先： 0123-456-789,3
※参加を希望される方は12月20日までに弊社担当者にご連絡くださいますようお願いいたします。以上,3
1. この案内書の内容と合っているものはどれか。 参加しない人が山田さんに連絡しなければならない。 参加する人が山田さんに連絡しなければならない。 参加しなくても会費を払わなければならない。 参加する人が12月20日までに会費を払わなければならない。,3
好きな人と会話をするのなら、禁句（注1）にしたい言葉がある。それは「はい」と「いいえ」だ。例えば、「海外旅行に行ったことある？」という質問に「いいえ」で返してしまうと、終わりだ。別に相手の話に肯定も否定もするな、と言っているわけではない。「はい」と「いいえ」は使わず、別の表現に言い換えてみよう。「海外旅行に行ったことある？」という質問に「行ったことはないけど行ってみたい。一番行ってみたいのは中国。万里の長城を実際に見てみたい」そう言うと、相手は興味を引かれ、会話がさらに続くことだろう。,3
（注1）禁句（きんく）：使わないほうがいい言葉,3
2. 筆者が「はい」と「いいえ」を禁句にしたがる理由は何か。 相手の話を肯定しても否定してもいけないからだ。 いつも同じ返事をしたらつまらないと思われるからだ。 このような返事で会話が一瞬で終わってしまうからだ。 短すぎて、相手のことが嫌いだと思われるからだ。,3
第5回　日本文学館文庫大賞作家になる夢、叶えませんか？作家志望の方の作品募集中。,3
原稿用紙50枚以上300枚以下の文章作品を募集します。小説、エッセイ、詩、童話などどれもご応募いただけます。また横書き、縦書き、どちらでもいいです。大賞　3名　　無料で出版最終締め切り　2013年7月15日,3
＊氏名・年齢・郵便番号・住所・電話番号・連絡可能時間帯を書いた別紙（注1）を添えてください。＊作品の返却（注2）はいたしません。コピーでの応募をおすすめいたします。,3
詳しくはホームページ（http://www.nihonbungakukan.co.jp）をご覧ください。ご不明の場合は、お気軽にお問い合わせください（0120-71-5050・通話無料）。,3
（注1）：別紙（べっし）：別の紙（注2）：返却（へんきゃく）：借りていた物や預かっていた物を返すこと,3
3. 応募する人は、どうしなければならないか。 決められた字数で文章を縦書きで書いて送る。 連絡先などを書いた別紙を作品と一緒に送る。 作品の原稿を２部コピーして送る。 電話で問い合わせた後で作品を送る。,3
みどり電気の川崎さんから次のメールが届いた。,3
件名：みどり電気の新製品のご説明について丸友商事（株）香川　竜　様メールを拝読いたしました。弊社の新製品にご質問をいただき、心から感謝いたします。,3
早速ですが、製品の説明に伺いたいと思います。来週、以下のどちらかで貴社に伺わせていただきたいのですが、いかがでしょうか。,3
日時：　4月17日（水）　14：00～15：004月18日（木）　10：00～11：00ご連絡をお待ちしております。,3
みどり電気（株）川崎　裕太,3
4. メールの用件は何か。 みどり電気で、二回の説明会を開きたい。 みどり電気で、製品の説明をしたい。 丸友商事で、二回の説明会を開きたい。 丸友商事で、製品の説明をしたい。,3
学校では、難しい顔をしていると一生懸命に勉強していると見てくれる。[1]険しい表情をして、額に汗を流して勉強していると「偉いね」と言われる。,3
しかし、これは、本当によい勉強法ではない。難しくて面白くないと感じることは、身につかないことが目に見えている。勉強は、楽しいと感じる人ほど、身につき、成績もよくなるのだ。,3
中学生のころ、西岡君という友人がいった。彼は数学や理科は誰にも負けないくらい、いつも成績がよかった。そんな西岡君は、いつも楽しそうな表情をして勉強をしているのだ。難しい顔をして勉強することがよいことだと思っていた私は、[2]いつも不思議だった。数学や理科の話をすると、笑いながら教えてくれる。,3
ある日、西岡君に「なぜそんなに成績がいいの」と聞いてみたことがある。すると「[3]」というあっさりした返事が返ってきた。,3
学生のころに聞いた言葉は、そのとき軽く聞き流していた。しかし、実際に社会に出て、仕事のできる人や頭の切れる人は、決まって「楽しんでいる人」だ。難しく険しい表情をしている人は、仕事が遅くて、質が悪い。嫌いだという感情があると、スピードが落ちて、熱心さ、集中力、根気が欠けてしまう。,3
私は昔、難しい顔をしている人が頑張っている人だと思っていたが、大きな間違いだったのだ。本当に頑張って成果を発揮できる人は、楽しんでいる人なのだ。,3
5. [3]に入る適当な言葉はどれか。 易いから 頑張っているから 頭がいいから 楽しいから,3
この冬の３ヶ月間、私は会社の仕事でアメリカに行っていました。私は日本料理の店にはまったく行きませんでした。外国にいる時は、その国の料理を食べたいと思っているからです。ところが、３週間経った１２月の終わりの頃、なぜか正月は日本料理を食べたいという気持ちになってきました。日本人の友だちの奥さんに、材料はどこへ行ったら買えるのか聞いてみました。[1]そういうのをまとめて売っているスーパーがダウンタウン注１にあるから、今から頼んでおくといいと教えてくれました。,3
これには本当にびっくりしました。１５年前、まだ学生だったころの冬休みにここへ遊びにきたとき、日本料理の店に行かなければ、正月の料理は食べられなかったのです。それが今、安い値段で簡単に買えてしまうのですから、これは大きな変化です。,3
[[2]この１５年の間に何があったのでしょうか。ここに住んでいる日本人が増えたのでしょうか。それとも、日本料理の人気が高くなったのでしょうか。どちらも正しいように思えるし、どちらも違うような気もします。とにかく、正月に日本料理が食べられたのは、嬉しいことでした。,3
（注１）ダウンタウン：下町。商業地域。,3
1. そういうのとありますが、どういうものか。 日本人の友だちの奥さんに頼んだもの アメリカの料理に使うもの 正月の日本料理に使うもの ダウンタウンのスーパーにあるもの,3
2. この15年の間に何があったのでしょうかとあるが、筆者は何に対してそう言っているか。 アメリカのダウンタウンにスーパーができた理由 アメリカに住んでいる日本人が増えた理由 アメリカで日本料理の人気がますます高くなる理由 アメリカでも日本料理の材料が簡単に買える理由,3
3. この文章の内容と合っているのはどれか。 日本人の友だちの奥さんが正月の日本料理に使うものを買ってくれた。 アメリカでも正月の日本料理が食べられるようになってびっくりした。 アメリカでは日本料理の店に行かなくても日本料理は食べられるようになった。 最近都市の中心部に住む日本人が増えるにつれ、日本料理の人気は高くなった。,3
最近都市の中心部に住む日本人が増えるにつれ、日本料理の人気は高くなった。,3
言葉には人の心に影響を与える力がある。暗くて否定的な言葉をあなたの中から排除（はいじょ）すれば、明るいあなたに生まれ変わる（注1）ことができる。まず、排除してもらいたい言葉は「できない」という一言だ。それを使えば使うほど、あなたの可能性はどんどん小さくなり、やろうというやる気まで小さくなる。どうしても「できない」としよう。「難しい」は少しでも可能性が残っていることを表現する言葉だ。だから、あなたの心の電気を真っ暗にすることはない。,3
（注1）生まれ変わる：いままでとはまったく別人のようなすぐれた人になる。,3
4. この文章の内容と合わないものはどれか。 暗い言葉は人の心に悪い影響を与えるかもしれない。 否定的な言葉を使うほど、成功の可能性が小さくなる。 「難しい」という言葉は「できない」よりすこしいい。 暗い言葉を全部排除すれば、何をしても成功できる。,3
東京国立博物館の料金・開館時間のご案内料金のご案内一般600（500）円、大学生400（300）円（注）（）内は20名以上の団体料金です。（注）特別展の場合は別料金となります。各特別展の案内ページをご参照ください。（注）高校生以下および満18歳未満，満70歳以上の方は，総合文化展について無料です。子どもといっしょ割引子ども（高校生以下および満18歳未満）と一緒に来館した入館者（子ども1名につき同伴者2名まで）は、団体料金で総合文化展を観覧できます。総合文化展割引パス総合文化展割引パス(満65～69歳限定)は、2000円(有効期限：発行から1年間)で総合文化展を何度でも観覧できます。（注）総合文化展割引パスは、2013年3月31日(日)で販売終了となります。発行日から1年間はご利用いただけます。* 資料館（図書・写真の利用）入館無料開館時間のご案内9:30～17:00(入館は16:30まで)2013年3月から12月までの特別展開催期間中の毎週金曜日は20:00まで開館します。*2013年4月から9月までの土曜、日曜、祝日、休日は18:00まで開館します。（注）入館は閉館の30分前まで* 資料館(写真・図書の利用)開館時間：9:30～17:00（月曜日から金曜日）,3
東京国立博物館へのお問合せ利用案内や展示・催し物に関するお問い合わせ電話番号：03-5777-8600（ハローダイヤル）その他のお問い合わせ住所：〒110-8712　東京都台東区上野公園13-9　東京国立博物館電話番号：03-3822-1111(代表),3
5. 次の来館者のうちで、団体料金で総合文化展が観覧できないのはだれか。 東京市内の高校に通っている１７歳の娘と一緒に観覧する母親 東京市内の高校に通っている１８歳の息子と一緒に観覧する父親 東京市内の中学校に通っている１５歳の娘と一緒に観覧する母親 東京市内の小学校で働いている20歳の娘と一緒に観覧する父親,3
